"Date","Import price index","Trend"
"2023-01",98.7411487018096,97.2288129798246
"2023-02",98.426435877262,97.2809681073119
"2023-03",97.7970102281668,97.3280759643971
"2023-04",97.639653815893,97.3802310918844
"2023-05",97.4822974036192,97.4307037959043
"2023-06",97.1675845790716,97.4828589233915
"2023-07",97.1675845790716,97.5333316274115
"2023-08",97.0102281667978,97.5854867548987
"2023-09",96.852871754524,97.6376418823859
"2023-10",96.6168371361133,97.6881145864059
"2023-11",96.852871754524,97.7402697138931
"2023-12",96.852871754524,97.790742417913
"2024-01",97.4822974036192,97.8428975454003
"2024-02",97.4822974036192,97.8950526728875
"2024-03",97.639653815893,97.9438429534401
"2024-04",98.1904012588513,97.9959980809274
"2024-05",97.9543666404406,98.0464707849473
"2024-06",98.1904012588513,98.0986259124345
"2024-07",98.3477576711251,98.1490986164544
"2024-08",98.3477576711251,98.2012537439417
"2024-09",98.5837922895358,98.2534088714289
"2024-10",98.8198269079465,98.3038815754489
"2024-11",98.8985051140834,98.3560367029361
"2024-12",99.0558615263572,98.406509406956
"2025-01",99.1345397324941,98.4586645344433
"2025-02",99.2918961447679,98.5108196619305
"2025-03",99.1345397324941,98.5579275190158
"2025-04",99.3705743509048,98.610082646503
"2025-05",99.213217938631,98.6605553505229
"2025-06",98.9771833202203,98.7127104780102
"2025-07",99.0558615263572,98.7631831820301
"2025-08",98.9771833202203,98.8153383095173
"2025-09",98.9771833202203,98.8674934370046
"2025-10",99.2525570416995,98.9179661410245
"2025-11",99.5279307631786,98.9701212685117
"2025-12",100,99.0205939725317
"2026-01",100.393391030684,99.0727491000189

# Figure 8. Non-Petroleum Import Prices
# Index (Dec 2024 = 100) versus simple linear projection
# Source: Bureau of Labor Statistics via Haver Analytics
# Note: October 2025 import prices interpolated (government shutdown delayed BLS release). Simple linear projection based on 2023-2024 data. 
