"Date","Import price index","Trend"
"2023-01",99.6822875297855,98.1555371702598
"2023-02",99.3645750595711,98.2081894077787
"2023-03",98.7291501191422,98.2557462674732
"2023-04",98.5702938840349,98.3083985049921
"2023-05",98.4114376489277,98.3593522832362
"2023-06",98.0937251787133,98.4120045207551
"2023-07",98.0937251787133,98.4629582989992
"2023-08",97.934868943606,98.5156105365181
"2023-09",97.7760127084988,98.568262774037
"2023-10",97.537728355838,98.619216552281
"2023-11",97.7760127084988,98.6718687897999
"2023-12",97.7760127084988,98.722822568044
"2024-01",98.4114376489277,98.7754748055629
"2024-02",98.4114376489277,98.8281270430818
"2024-03",98.5702938840349,98.8773823620511
"2024-04",99.1262907069102,98.93003459957
"2024-05",98.8880063542494,98.9809883778141
"2024-06",99.1262907069102,99.033640615333
"2024-07",99.2851469420175,99.0845943935771
"2024-08",99.2851469420175,99.137246631096
"2024-09",99.5234312946783,99.1898988686149
"2024-10",99.7617156473391,99.240852646859
"2024-11",99.8411437648928,99.2935048843779
"2024-12",100,99.344458662622
"2025-01",100.079428117554,99.3971109001409
"2025-02",100.238284352661,99.4497631376598
"2025-03",100.079428117554,99.4973199973543
"2025-04",100.317712470214,99.5499722348732
"2025-05",100.158856235107,99.6009260131173
"2025-06",99.9205718824464,99.6535782506362
"2025-07",100,99.7045320288803
"2025-08",99.9205718824464,99.7571842663992
"2025-09",99.9205718824464,99.809836503918
"2025-10",100.238284352661,99.8607902821622
"2025-11",100.555996822875,99.913442519681
"2025-12",100.953137410643,99.9643962979251
"2026-01",101.74741858618,100.017048535444
"2026-02",103.018268467037,100.069700772963

# Figure 8. Non-Petroleum Import Prices
# Index (Dec 2024 = 100) versus simple linear projection
# Source: Bureau of Labor Statistics via Haver Analytics
# Note: October 2025 import prices interpolated (government shutdown delayed BLS release). Simple linear projection based on 2023-2024 data. 
