# Figure 9. Non-Petroleum Import Prices
# Index (Dec 2024 = 100) versus simple linear projection
# Source: Bureau of Labor Statistics via Haver Analytics
# Note: October 2025 import prices interpolated (government shutdown delayed BLS release). Simple linear projection based on 2023-2024 data.
"Date","Import price index (Dec 2024 = 100)","Trend","Deviation from trend (%)"
2023-01-01,98.7411487018096,97.2288129798246,1.55543986976248
2023-02-01,98.426435877262,97.2809681073119,1.17748393363699
2023-03-01,97.7970102281668,97.3280759643971,0.481807802243206
2023-04-01,97.639653815893,97.3802310918844,0.266401836491692
2023-05-01,97.4822974036192,97.4307037959043,0.0529541568569547
2023-06-01,97.1675845790716,97.4828589233915,-0.323415160164409
2023-07-01,97.1675845790716,97.5333316274115,-0.374996980249842
2023-08-01,97.0102281667978,97.5854867548987,-0.58949194929544
2023-09-01,96.852871754524,97.6376418823859,-0.803757764661395
2023-10-01,96.6168371361133,97.6881145864059,-1.09663028591365
2023-11-01,96.852871754524,97.7402697138931,-0.907914375483854
2023-12-01,96.852871754524,97.790742417913,-0.95905874134895
2024-01-01,97.4822974036192,97.8428975454003,-0.368550146027458
2024-02-01,97.4822974036192,97.8950526728875,-0.421630366396064
2024-03-01,97.639653815893,97.9438429534401,-0.310575048287332
2024-04-01,98.1904012588513,97.9959980809274,0.198378690692458
2024-05-01,97.9543666404406,98.0464707849473,-0.0939392757019042
2024-06-01,98.1904012588513,98.0986259124345,0.0935541609917268
2024-07-01,98.3477576711251,98.1490986164544,0.202405378623993
2024-08-01,98.3477576711251,98.2012537439417,0.149187430504139
2024-09-01,98.5837922895358,98.2534088714289,0.336256443315053
2024-10-01,98.8198269079465,98.3038815754489,0.524847365362313
2024-11-01,98.8985051140834,98.3560367029361,0.551535451540941
2024-12-01,99.0558615263572,98.406509406956,0.659867038587669
2025-01-01,99.1345397324941,98.4586645344433,0.686455784512918
2025-02-01,99.2918961447679,98.5108196619305,0.792883954795931
2025-03-01,99.1345397324941,98.5579275190158,0.585049044752983
2025-04-01,99.3705743509048,98.610082646503,0.771210898512287
2025-05-01,99.213217938631,98.6605553505229,0.560165697572423
2025-06-01,98.9771833202203,98.7127104780102,0.26792177109658
2025-07-01,99.0558615263572,98.7631831820301,0.296343571457869
2025-08-01,98.9771833202203,98.8153383095173,0.163785312555453
2025-09-01,98.9771833202203,98.8674934370046,0.110946358001485
2025-10-01,99.2525570416995,98.9179661410245,0.338250889831238
2025-11-01,99.5279307631786,98.9701212685117,0.563614035748716
2025-12-01,100,99.0205939725317,0.98909326653811
2026-01-01,100.393391030684,99.0727491000189,1.33300220561392
