date,imported_goods,imported_core_goods,imported_durables,pce_goods_idx,pce_core_goods_idx,pce_durables_idx
1996-02-01,135.3929050510559,152.90758731529849,214.25645848934124,81.20234347674013,104.56625233869923,148.26994239499484
1996-03-01,135.1868546727031,152.48649311723045,212.474145707167,81.55211612451907,104.75242205879628,148.409186281616
1996-04-01,134.69748321854672,151.92995021431383,211.52770695437354,81.78121720881427,104.51994146305319,147.87223896539885
1996-05-01,134.1276554346007,151.2570081278029,210.3123004591838,81.70251836306402,104.30598521756849,147.23038187159042
1996-06-01,133.74931264038233,150.81632441336708,210.29711258265075,81.45767750961875,104.03089861623104,147.07397093045435
1996-07-01,133.61551125724117,150.68962157519658,210.9763480887822,81.50139909059112,104.02163644110185,147.0625262274444
1996-08-01,133.00218359144293,149.8880868607906,209.9582438198909,81.40083945435467,103.79656558546209,147.01388623965207
1996-09-01,132.77754050603855,149.47750841142422,208.36631847497026,81.57747464148304,104.02626752866644,146.94617174684316
1996-10-01,132.64767109056564,149.22339359156888,207.98936466268344,81.78558936691151,103.99848100327883,146.90516156105747
1996-11-01,132.00477907773086,148.47747053910464,206.04408496781838,81.87565582371458,103.92994090732269,146.46835539617746
1996-12-01,130.97044183390742,147.23996752066836,203.41872726757634,81.9053864987758,103.71320600929923,145.73970930454354
1997-01-01,130.15548830502487,146.2836073093164,201.31749215844178,81.94648478488982,103.78452475779414,145.6805783389921
1997-02-01,130.01373829783554,146.108094798252,201.1835776741231,82.02518363064009,103.81879480577219,145.86178613664976
1997-03-01,130.06553964492747,146.1874476506629,201.24755795249638,81.88177684505071,103.88640868421541,145.8789531911647
1997-04-01,129.56557962238915,145.5751375351822,199.47831293928476,81.74274221755859,103.8725154215216,144.77549307595467
1997-05-01,129.31444402945843,145.235911927181,199.2352798678596,81.49877579573277,103.79378693292334,144.36539121809787
1997-06-01,128.97633947229966,144.71849332300533,198.87011025313743,81.28366561734872,103.46961080340107,144.0640140388357
1997-07-01,128.46339434343128,144.00320883698151,197.1837036266629,81.20234347674013,103.31030139117871,143.74356235455687
1997-08-01,127.27691190017443,142.3794572118956,193.57365446982178,81.26617698495978,102.90461812051943,143.3582573532217
1997-09-01,126.97691442385607,142.0305166308661,192.73994706272302,81.36848548443511,102.91851138321324,143.20089268683478
1997-10-01,126.7479854788443,141.8015317483001,192.911009488824,81.3588667366212,102.92036381823908,143.16560485255408
1997-11-01,126.14674222267075,141.0130210464373,190.8989954098825,81.14200769499826,102.71381731285776,142.52470148399647
1997-12-01,125.69997093164476,140.34648844566965,189.10795124715318,81.00821965722281,102.57488468591964,142.21187960172432
1998-01-01,125.56851762775385,140.1227628803148,189.24022348438862,80.84644980762505,102.54617194301912,141.92957692747873
1998-02-01,125.19497710817727,139.6519361791453,189.20751255828466,80.55526407834907,102.41094418613268,141.48132605958875
1998-03-01,125.11203201038884,139.49175310072116,188.93944143495315,80.21773347324239,102.12289053961432,141.34589707397095
1998-04-01,124.81810017768464,139.02002923940336,187.6669319359194,80.25358516963973,102.36463331048664,141.41647274253233
1998-05-01,123.76607513715727,137.5732577330891,183.49191848011495,80.25445960125917,102.15901302261823,140.36260634036546
1998-06-01,123.19447329490917,136.86120341425374,181.94437692399632,80.1495278069255,101.83020580553136,139.8084919696334
1998-07-01,123.37305000090413,137.16004152164422,183.4274307439253,80.27457152850647,102.02008039568014,139.90386449471637
1998-08-01,123.61084422844932,137.47553157867065,183.7543136324134,80.25271073802028,102.08213696904582,139.4308167703048
1998-09-01,122.67436801032441,136.2855078819267,181.39580634705828,80.06295907660021,101.84780393827685,139.03120589020713
1998-10-01,121.62393911173031,134.87171357985423,177.91251039166772,80.1364113326338,101.764444362114,138.82520123602794
1998-11-01,120.98536555654691,134.05925433332357,176.60132731881583,80.00087443161945,101.58383194709447,138.48853622248504
1998-12-01,120.16103861481298,133.03118711739032,174.95330694221636,80.02360965372507,101.82279606542801,137.94014420325794
1999-01-01,119.77773615179433,132.49946636064763,174.34798126368653,80.18975166142008,102.04786692106775,137.7732422843627
1999-02-01,119.41339663887346,132.05957882633535,174.3488407820992,79.91780342777194,101.69034696108035,137.25060084690801
1999-03-01,118.94571454777272,131.45252400025248,172.9199752780047,79.81024833857992,101.308745345757,136.7394041124633
1999-04-01,119.12437130216198,131.68240755231523,172.71115895659895,80.65494928296607,101.78296871237242,136.91298210811428
