date,ustia1,ustia3,ustib1,ustib2,ustib3,ustic0,ustid0,ustif1,ustif7,ustig1,ustig2,ustig3,ustig4,ustig5,ustig6,ustiga,ustig7,ustig9,ustie1,ustie3,ustie5,ustif2,ustif3,ustif4,ustif5,ustif6,ustih0,ustii1,ustii5,ustij2,ustior,ustik1,ustik2,ustik3,ustik4,ustik5,ustik6,ustik7,ustil3,ustim1,ustim2,ustim3,ustim4,ustin1,ustin3,ustin4,ustin5,ustihs,ustioe,ustio2,ustip1,ustip5,ustip2,ustiq0,ustir1,ustir2,ustis0,ustit1,ustit2,ustit3,ustit4,ustiu1,ustiu3,ustiv1,ustiv2,ustiw0
2024-12-01,565706,68139,455994,139851,110560,643271,2511507,174156,175289,302100,460496,436727,412590,192695,770967,377141,84609,178175,1252875,46826,21882,218834,84412,650631,995824,298377,2939504,551804,350863,308464,1622873,329276,92458,77558,526947,178213,73211,354910,188619,651618,206984,938563,890053,1423895,932656,1535999,264739,3163735,2046947,670344,482885,734241,2272372,857963,1337604,177538,495757,1625950,1260793,347017,354432,319602,251219,384400,1361971,1095448
