"Date","US Dollar","Mexico (MXN)","Canada (CAD)","China (CNY)"
2023-01-02,94.8994888277088,100.358393974779,102.284048559094,99.414386854296
2023-01-03,95.31972145055,100.767294428529,101.827423342312,99.7623417866404
2023-01-04,94.8538113687043,101.487314792742,102.507287553965,99.7531850778945
2023-01-05,94.9086243195097,101.025079497198,102.892882181469,100.101140010239
2023-01-06,95.3014504669482,101.611762756926,101.969484520866,100.916087088624
2023-01-09,93.9493976804156,101.611762756926,103.420537987528,100.650542534993
2023-01-10,93.912855713212,101.602873616628,103.045090587063,100.595602282518
2023-01-11,93.7940943198004,101.922882667389,102.87258772739,100.650542534993
2023-01-12,93.3921326805609,102.545122488313,102.852293273311,100.687169369977
2023-01-13,93.0541194839277,102.376228822633,102.659495959559,100.549818738788
2023-01-16,92.9993065331224,102.758461855487,102.689937640677,100.394154690108
2023-01-17,93.0906614511314,102.98069036296,102.6189070514,99.6890881166731
2023-01-18,92.7435127626973,103.709599867471,102.720379321796,99.8172820391158
2023-01-19,93.3099132543528,102.07399805247,102.050662337183,99.505953941755
2023-01-20,93.209422844543,102.420674524128,102.253606877975,99.6158344467059
2023-01-23,92.944493582317,102.971801222661,103.014648905944,99.40523014555
2023-01-24,93.0632549757287,102.802907556981,102.984207224826,99.5517374854845
2023-01-25,92.8896806315116,103.034025204753,102.903029408509,99.313663058091
2023-01-26,92.862274156109,102.687348733095,102.87258772739,99.2037825531401
2023-01-27,92.862274156109,103.247364571927,103.237887900815,99.3319764755828
2023-01-30,92.6978353036928,102.829574977878,103.095826722261,99.6249911554518
2023-01-31,93.0815259593304,102.820685837579,102.344931921331,99.9637893790503
2023-02-01,92.6978353036928,102.696237873394,103.197298992657,99.7348716604027
2023-02-02,92.1314348120373,103.736267288368,103.11612117634,99.4510136892796
2023-02-03,92.4877189922722,103.149584028639,102.700084867717,99.5425807767386
2023-02-06,93.647926450986,102.136222034563,102.88273495443,100.229333932682
2023-02-07,93.9676686640174,101.869547825595,102.953765543707,100.595602282518
2023-02-08,93.6296554673842,102.767350995786,103.014648905944,100.265960767665
2023-02-09,93.4378101395654,102.865131539074,103.004501678905,100.16523697146
2023-02-10,93.8032298116012,103.825158691357,102.88273495443,100.146923553968
2023-02-13,93.821500795203,104.740740142145,103.62348252832,100.275117476411
2023-02-14,93.5017585821717,104.642959598857,103.653924209439,100.000416214034
2023-02-15,94.0681590738272,104.62518131826,103.197298992657,100.229333932682
2023-02-16,94.0498880902254,105.220753718287,103.36980185233,100.119453427731
2023-02-17,94.5340691556729,105.540762769048,102.649348732519,100.403311398854
2023-02-20,94.0772945656281,106.207448291467,102.903029408509,100.302587602649
2023-02-21,94.2051914508407,106.500789921331,102.994354451865,100.091983301493
2023-02-22,94.3787657950577,106.465233360135,102.476845872846,100.046199757763
2023-02-23,94.3879012868586,107.007470918369,102.527582008044,100.027886340272
2023-02-24,94.9086243195097,106.58968132432,102.304343013173,99.798968621624
2023-02-27,94.9999792375186,107.24747770644,102.497140326925,99.9454759615585
2023-02-28,94.7715919424962,107.407482231821,102.446404191727,100.000416214034
2023-03-01,94.177784975438,107.345258249728,101.857865023431,100.394154690108
2023-03-02,94.5980175982792,108.243061419919,101.959337293827,100.330057728887
2023-03-03,94.4061722704604,108.545292190082,102.050662337183,100.16523697146
2023-03-06,94.2965463688496,109.203088572202,101.918748385668,99.6158344467059
2023-03-07,94.3696303032568,109.060862327419,101.715803844877,99.6524612816895
2023-03-08,94.9360307949124,109.229755993099,101.218589719937,100.128610136477
2023-03-09,94.881217844107,109.923108936414,100.761964503155,99.8813790003371
2023-03-10,95.1644180899348,106.696351007907,100.64019777868,100.000416214034
2023-03-13,94.5797466146774,103.762934709264,100.650345005719,100.403311398854
2023-03-14,94.4153077622613,104.607403037662,101.299767536253,100.21102051519
2023-03-15,95.1918245653374,103.807380410759,101.198295265857,100.330057728887
2023-03-16,95.146147106333,102.918466380867,101.157706357699,100.320901020141
2023-03-17,94.7989984178989,104.242948285406,101.147559130659,100.320901020141
2023-03-20,94.616288581881,103.354034255514,101.330209217372,99.991259505288
2023-03-21,94.2965463688496,104.62518131826,101.350503671451,99.9363192528126
2023-03-22,94.1869204672389,105.469649646657,101.015645179145,99.6616179904354
2023-03-23,93.6113844837824,104.936301228722,100.934467362828,99.698244825419
2023-03-24,94.2143269426416,104.562957336167,100.39666432973,99.6158344467059
2023-03-27,93.9493976804156,106.269672273559,100.904025681709,99.4510136892796
2023-03-28,93.6113844837824,106.634127025815,101.157706357699,99.1671557181565
2023-03-29,93.6113844837824,107.345258249728,101.685362163758,99.2495660968697
2023-03-30,93.3921326805609,107.914163228859,101.949190066787,99.1854691356483
2023-03-31,93.4012681723618,108.065278613941,101.86801225047,99.3594466018205
2023-04-03,93.3555907133573,108.545292190082,102.598612597321,99.2861929318533
2023-04-04,93.2642357953484,108.225283139321,102.750821002915,99.1579990094106
2023-04-05,93.1820163691403,107.469706213913,102.507287553965,98.9565514170007
2023-04-06,93.3738616969591,106.625237885516,102.446404191727,99.2312526793779
2023-04-07,93.3738616969591,106.625237885516,102.446404191727,99.2312526793779
2023-04-10,93.3738616969591,106.625237885516,102.446404191727,99.2312526793779
2023-04-11,93.5017585821717,107.611932458696,102.233312423896,99.3686033105664
2023-04-12,93.4560811231672,107.727491282582,102.405815283569,99.3960734368041
2023-04-13,92.9810355495206,107.665267300489,102.831998819232,98.8375142033039
2023-04-14,92.6978353036928,107.691934721386,103.308918490093,98.9840215432384
2023-04-17,93.035848500326,108.349731103506,103.156710084499,99.2495660968697
2023-04-18,93.0723904675295,108.500846488588,103.055237814103,99.212939261886
2023-04-19,93.5383005493753,107.90527408856,102.771115456994,99.3686033105664
2023-04-20,93.4378101395654,107.869717527364,102.395668056529,99.4784838155173
2023-04-21,93.3190487461538,108.474179067691,101.949190066787,99.2404093881238
2023-04-24,93.3464552215564,108.340841963207,101.847717796391,99.1946258443942
2023-04-25,93.3738616969591,108.794188118452,101.543300985204,98.7642605333367
2023-04-26,93.4012681723618,108.180837437827,101.350503671451,98.6452233196399
2023-04-27,93.4286746477645,107.771936984076,101.340356444412,98.5902830671645
2023-04-28,93.5839780083797,108.385287664702,101.269325855135,99.0298050869679
2023-05-01,93.5931135001806,108.394176805001,101.269325855135,99.0572752132057
2023-05-02,93.5383005493753,109.078640608017,101.776687207114,99.313663058091
2023-05-03,93.2825067789502,108.776409837854,101.259178628095,98.8008873683203
2023-05-04,93.0449839921269,109.007527485626,101.249031401055,98.4620891447218
2023-05-05,93.0267130085251,109.034194906523,102.172429061658,98.4712458534677
2023-05-08,92.862274156109,109.647545587148,103.400243533449,98.3796787660086
2023-05-09,93.1089324347331,109.816439252827,103.014648905944,98.5994397759104
2023-05-10,93.0723904675295,110.314231109567,103.075532268182,98.5719696496727
2023-05-11,93.035848500326,111.140921157366,102.781262684034,98.3796787660086
2023-05-12,93.3647262051582,111.052029754377,102.37537360245,98.535342814689
2023-05-15,93.3921326805609,111.647602154404,102.37537360245,98.6818501546235
2023-05-16,93.3373197297555,112.367622518617,102.649348732519,98.5261861059431
2023-05-17,93.7849588279994,111.700936996198,102.689937640677,98.4620891447218
2023-05-18,94.0590235820263,111.140921157366,102.984207224826,98.2057012998364
2023-05-19,93.9768041558183,111.372038805138,102.831998819232,98.3979921835004
2023-05-22,94.177784975438,109.887552375219,102.740673775875,97.9950969986806
2023-05-23,94.4518497294649,109.931998076713,102.821851592192,97.9126866199675
2023-05-24,94.3696303032568,110.385344231958,102.62905427844,98.0042537074265
2023-05-25,94.6254240736819,111.078697175274,102.304343013173,98.0591939599019
2023-05-26,94.5432046474738,111.247590840953,102.192723515737,98.1873878823446
2023-05-29,94.5797466146774,112.278731115628,102.37537360245,98.0683506686478
2023-05-30,94.3970367786595,112.509848763399,102.405815283569,97.8669030762379
2023-05-31,94.9360307949124,111.709826136497,102.12169292646,97.8302762412543
2023-06-01,94.7624564506953,112.145394011144,102.679790413638,97.6562987750821
2023-06-02,94.1321075164335,112.527627043997,103.511863030884,97.6746121925739
2023-06-05,94.6071530900801,112.607629306687,103.63362975536,97.4548511826722
2023-06-06,94.4701207130666,113.256536548508,103.704660344637,97.3175005514836
2023-06-07,94.3148173524514,113.780995826145,103.907604885429,97.3266572602295
2023-06-08,94.3422238278541,113.994335193319,104.201874469577,97.1709932115491
2023-06-09,94.1229720246326,113.585434739568,104.36423010221,96.8138815704588
2023-06-12,94.1229720246326,114.31434424408,104.283052285894,96.6399041042866
2023-06-13,94.0772945656281,114.154339718699,104.191727242537,96.3926729681471
2023-06-14,93.9859396476191,114.687688136634,104.496144053725,96.2827924631963
