"Date","Employment index (Dec 2024 = 100)","Trend","Deviation from trend (%)"
2023-01-01,99.9779164132285,100.234556485889,-0.256039515370743
2023-02-01,100.036929745838,100.236901680715,-0.199499317640361
2023-03-01,100.023411816636,100.239019921203,-0.215093987089165
2023-04-01,100.11116406403,100.241365116029,-0.12988754876655
2023-05-01,100.127207973884,100.243634659409,-0.116143719171058
2023-06-01,100.270493162611,100.245979854235,0.0244531585315455
2023-07-01,100.273192294655,100.248249397615,0.0248811297847373
2023-08-01,100.373611002875,100.250594592441,0.122708908544689
2023-09-01,100.431679379832,100.252939787267,0.178288629683898
2023-10-01,100.304967898637,100.255209330648,0.0496319027426528
2023-11-01,100.456676454201,100.257554525474,0.198610398657295
2023-12-01,100.505622041725,100.259824068854,0.245160985623083
2024-01-01,100.452971935306,100.26216926368,0.190303753676413
2024-02-01,100.426475188889,100.264514458506,0.161533451050055
2024-03-01,100.419093000354,100.26670835044,0.151979308407668
2024-04-01,100.479238339088,100.269053545266,0.209620801623323
2024-05-01,100.461171720553,100.271323088646,0.189334922547402
2024-06-01,100.418652853807,100.273668283472,0.144588876438756
2024-07-01,100.385717628962,100.275937826852,0.109477711691097
2024-08-01,100.194151604928,100.278283021678,-0.0838979430190512
2024-09-01,100.186574849697,100.280628216504,-0.0937901651391848
2024-10-01,99.8817196846808,100.282897759884,-0.400046353032191
2024-11-01,100.065129633092,100.28524295471,-0.219487249701822
2024-12-01,100,100.28751249809,-0.286688233588206
2025-01-01,99.7592491839363,100.289857692916,-0.529074944552022
2025-02-01,99.8082166498581,100.292202887742,-0.482576136477997
2025-03-01,99.8067115743737,100.29432112823,-0.486178627435319
2025-04-01,99.8889287534598,100.296666323057,-0.406531527462151
2025-05-01,99.8478157382411,100.298935866437,-0.449775587645551
2025-06-01,99.7882607379367,100.301281061263,-0.51147933296346
2025-07-01,99.7424512641067,100.303550604643,-0.55940127458467
2025-08-01,99.6544680946629,100.305895799469,-0.649441091786074
2025-09-01,99.6687423220202,100.308240994295,-0.637533532574808
2025-10-01,99.6643127751522,100.310510537675,-0.644197461521179
2025-11-01,99.6631849629043,100.312855732501,-0.647644576413087
2025-12-01,99.6000041885583,100.315125275881,-0.712874639149386
2026-01-01,99.6333176941297,100.317470470707,-0.681987667120354
2026-02-01,99.4457248047046,100.319815665533,-0.871304293204411

# Figure 10. Tariff-Exposed Employment Index
# Leontief-adjusted total import content weighting; index (Dec 2024 = 100)
# Source: BLS via Haver; USITC DataWeb; BEA I-O Tables (including Total Requirements); and The Budget Lab analysis 
