# Figure 13. Nominal Effective Exchange Rates (Daily)
# BIS broad NEER index (Dec 2024 average = 100), increase = appreciation
# Source: Haver Analytics (INTDAILY)
"Date","US Dollar","Mexico (MXN)","Canada (CAD)","China (CNY)"
2023-02-08,93.298610536078,103.298006734937,103.292894280763,100.272991532207
2023-02-09,93.1164400576321,103.396309189655,103.292894280763,100.23591860808
2023-02-10,93.4716724906017,104.298904455701,103.129778774595,100.106163373636
2023-02-13,93.4716724906017,105.183626548162,103.86379855235,100.18030922189
2023-02-14,93.1710912011659,105.103197267029,103.914772148027,100.004212832287
2023-02-15,93.7449282082706,105.049577746274,103.435620348659,100.161772759826
2023-02-16,93.726711160426,105.630455887789,103.598735854827,100.022749294351
2023-02-17,94.2094629283077,105.925363251943,102.854521357937,100.208113914985
2023-02-20,93.7631452561151,106.613480434968,103.119584055459,100.161772759826
2023-02-21,93.8906645910273,106.872641451952,103.201141808543,99.9393352150651
2023-02-22,94.0819435933955,106.827958517989,102.671016413498,99.8837258288747
2023-02-23,94.0819435933955,107.382026899126,102.721990009175,99.8466529047479
2023-02-24,94.6102379808887,106.908387799122,102.467122030788,99.5871424358596
2023-02-27,94.6922146961893,107.542885461392,102.650626975227,99.6890929772086
2023-02-28,94.4736101220542,107.703744023658,102.609848098685,99.7910435185575
2023-03-01,93.9179901627942,107.766300131205,102.07972270364,100.291527994271
2023-03-02,94.3369822632198,108.597402702911,102.140891018452,100.115431604668
2023-03-03,94.1457032608516,108.91018324065,102.232643490672,99.9486034460968
2023-03-06,94.0455094977063,109.553617489713,102.089917422775,99.4295825083204
2023-03-07,94.127486213007,109.40169551424,101.886023040065,99.4666554324472
2023-03-08,94.683106172267,109.535744316128,101.35589764502,99.8281164426844
2023-03-09,94.6375635526556,110.223861499153,100.886940564787,99.5686059737962
2023-03-10,94.9199277942467,106.997753667047,100.795188092568,99.7910435185575
2023-03-13,94.3096566914529,104.173792240605,100.876745845652,100.347137380461
2023-03-14,94.1548117847739,105.004894812311,101.529207870323,100.143236297763
2023-03-15,94.865276650713,104.138045893435,101.376287083291,100.133968066731
2023-03-16,94.8288425550238,103.280133561352,101.35589764502,100.171040990858
2023-03-17,94.5009356938211,104.620621580232,101.345702925884,100.161772759826
2023-03-20,94.3005481675306,103.735899487771,101.539402589459,99.874457597843
2023-03-21,94.0090754020171,105.031704572689,101.569986746865,99.8929940599065
2023-03-22,93.9362072106388,105.88068031798,101.233561015394,99.6612882841134
2023-03-23,93.3805872513787,105.433850978353,101.192782138852,99.8188482116527
2023-03-24,93.9817498302503,105.004894812311,100.611683148129,99.6612882841134
2023-03-27,93.7084941125813,106.702846302893,101.111224385768,99.4666554324472
2023-03-28,93.3623702035341,107.069246361387,101.366092364155,99.207144963559
2023-03-29,93.3623702035341,107.757363544413,101.896217759201,99.2534861187176
2023-03-30,93.143765629399,108.320368512343,102.161280456723,99.1886085014956
2023-03-31,93.1619826772436,108.472290487816,102.089917422775,99.3554366600666
2023-04-03,93.0800059619429,108.928056414235,102.803547762259,99.2442178876859
2023-04-04,92.9980292466423,108.597402702911,102.966663268427,99.1700720394321
2023-04-05,92.9342695791862,107.855665999131,102.732184728311,99.0217803429246
2023-04-06,93.1073315337098,107.00669025384,102.671016413498,99.2812908118128
2023-04-07,93.1073315337098,107.00669025384,102.671016413498,99.2998272738762
2023-04-10,93.1073315337098,107.00669025384,102.671016413498,99.2905590428445
2023-04-11,93.2621764403889,107.989714801019,102.456927311653,99.4110460462569
2023-04-12,93.2166338207774,108.096953842529,102.62004281782,99.4388507393521
2023-04-13,92.7520991007403,108.061207495359,103.068610459782,98.9939756498294
2023-04-14,92.4424092873822,108.096953842529,103.568151697421,99.1329991153052
2023-04-17,92.7885331964295,108.722514918007,103.394841472117,99.3461684290348
2023-04-18,92.8340758160409,108.865500306687,103.282699561627,99.2998272738762
2023-04-19,93.2895020121558,108.23993923121,102.987052706698,99.4017778152252
2023-04-20,93.2166338207774,108.23993923121,102.62004281782,99.5593377427645
2023-04-21,93.1073315337098,108.83869054631,102.161280456723,99.3183637359397
2023-04-24,93.1528741533213,108.713578331214,102.07972270364,99.2998272738762
2023-04-25,93.1984167729328,109.133597910464,101.743296972168,98.8642204153853
2023-04-26,93.2257423446997,108.534846595364,101.549597308594,98.7622698740363
2023-04-27,93.234850868622,108.114827016114,101.539402589459,98.706660487846
2023-04-28,93.4170213470679,108.740388091592,101.478234274646,99.1144626532418
2023-05-01,93.4261298709902,108.749324678384,101.478234274646,99.1329991153052
2023-05-02,93.3714787274564,109.428505274617,101.98797023142,99.3554366600666
2023-05-03,93.1346571054767,109.160407670841,101.478234274646,98.9105615705439
2023-05-04,92.897835483497,109.392758927447,101.46803955551,98.6232464085605
2023-05-05,92.8522928638855,109.419568687825,102.385564277704,98.6139781775288
2023-05-08,92.651905337595,109.982573655755,103.619125293098,98.5027594051481
2023-05-09,92.9069440074193,110.152368804813,103.221531246814,98.6881240257825
2023-05-10,92.8705099117301,110.652817665195,103.272504842492,98.6695875637191
2023-05-11,92.8340758160409,111.466047063316,102.966663268427,98.4286135568943
2023-05-12,93.1619826772436,111.367744608598,102.548679783872,98.5212958672115
2023-05-15,93.1984167729328,111.948622750113,102.538485064736,98.6417828706239
2023-05-16,93.143765629399,112.645676519931,102.803547762259,98.5027594051481
2023-05-17,93.5809747776692,111.93968616332,102.834131919666,98.4100770948309
2023-05-18,93.8360134474935,111.34093484822,103.109389336324,98.1320301638792
2023-05-19,93.7631452561151,111.600095865204,102.966663268427,98.3266630155454
2023-05-22,93.9726413063279,110.10768587085,102.874910796208,98.0208113914985
2023-05-23,94.2276799761522,110.116622457643,102.93607911102,97.8817879260227
2023-05-24,94.1639203086962,110.572388384062,102.752574166582,97.9744702363399
2023-05-25,94.4280675024427,111.242632393502,102.405953715975,97.9652020053082
2023-05-26,94.3551993110644,111.430300716146,102.30400652462,98.1134937018157
2023-05-29,94.4007419306759,112.440135023702,102.467122030788,97.9559337742764
2023-05-30,94.2094629283077,112.681422867101,102.497706188195,97.7891056157055
2023-05-31,94.7377573158008,111.83244712181,102.19186461413,97.6964233053882
2023-06-01,94.5555868373549,112.252466701059,102.742379447446,97.5203269157855
2023-06-02,93.9179901627942,112.690359453893,103.608930573963,97.603740995071
2023-06-05,94.373416358909,112.717169214271,103.700683046182,97.3442305261828
2023-06-06,94.2367885000745,113.351666876541,103.761851360995,97.1866705986435
2023-06-07,94.0455094977063,113.852115736923,103.955551024569,97.1403294434849
2023-06-08,94.0637265455509,114.039784059566,104.241003160363,96.9642330538821
2023-06-09,93.8542304953381,113.637637653902,104.404118666531,96.6861861229304
2023-06-12,93.8542304953381,114.352564597305,104.312366194311,96.4822850402326
2023-06-13,93.8086878757266,114.200642621832,104.220613722092,96.2413110334078
2023-06-14,93.7176026365037,114.710028069007,104.526455296157,96.1578969541223
2023-06-15,93.7995793518043,115.058554953916,104.393923947395,96.2413110334078
2023-06-16,93.143765629399,115.022808606745,104.862881027628,96.2413110334078
2023-06-19,93.3988042992233,115.380272078447,105.240085635641,96.0188734886464
2023-06-20,93.4989980623686,115.416018425617,104.934244061576,95.8149724059485
2023-06-21,93.6265173972807,115.138984235048,105.199306759099,95.7964359438851
2023-06-22,93.4716724906017,115.067491540708,105.515343052299,95.833508868012
2023-06-23,93.9179901627942,114.683218308629,105.372616984402,96.3432615747567
2023-06-26,93.8724475431827,115.639433095431,105.912937098583,95.5461937060286
2023-06-27,93.7358196843482,115.746672136941,105.749821592415,95.7408265576947
2023-06-28,94.0910521173178,116.005833153925,105.178917320828,95.5832666301554
2023-06-29,94.0728350694732,115.98795998034,105.066775410337,95.7408265576947
2023-06-30,94.3825248828313,116.211374650153,105.189112039963,95.5925348611872
2023-07-03,94.2003544043854,115.782418484111,105.21969619737,95.6481442473775
2023-07-04,93.9635327824057,116.20243806336,105.352227546131,95.9261911783292
2023-07-05,94.2003544043854,116.220311236945,104.975022938118,95.7500947887265
2023-07-06,94.1183776890847,116.122008782228,104.81190743195,95.8613135611071
2023-07-07,94.4189589785205,114.951315912405,104.322560913447,96.000337026583
2023-07-10,94.0272924498617,115.710925789771,104.852686308492,95.6574124784092
2023-07-11,93.6265173972807,115.800291657696,104.689570802324,95.7130218645996
2023-07-12,93.3441531556895,116.041579501095,104.975022938118,95.564730168092
2023-07-13,92.5517115744498,116.13094536902,105.076970129473,95.0920503854742
2023-07-14,92.3148899524701,116.238184410531,105.229890916505,95.3052196992038
2023-07-17,92.3968666677707,117.060350395444,104.506065857886,94.9344904579349
2023-07-18,92.2693473328586,117.551862669033,104.567234172699,94.6657117580149
2023-07-19,92.6336882897504,117.382067519975,104.944438780712,94.396933058095
2023-07-20,92.5061689548383,117.078223569029,105.209501478234,95.1383915406328
2023-07-21,93.0435718662538,116.256057584116,105.117749006015,95.5276572439651
2023-07-24,93.0162462944869,116.738633270913,105.097359567744,95.4071702405527
2023-07-25,92.8887269595747,117.167589436954,105.12794372515,96.0559464127733
2023-07-26,92.9342695791862,116.649267402987,104.791517993679,95.7871677128533
2023-07-27,92.6336882897504,117.22120895771,105.036191252931,95.6574124784092
2023-07-28,92.897835483497,117.918262727528,104.81190743195,95.8149724059485
2023-07-31,92.9615951509531,118.016565182245,104.873075746763,96.0930193369002
2023-08-01,93.3805872513787,117.560799255826,104.546844734428,96.2783839575347
2023-08-02,93.5354321580577,117.185462610539,104.373534509124,96.2783839575347
2023-08-03,94.0637265455509,114.89769639165,104.108471811602,96.7139908160256
2023-08-04,94.2003544043854,114.352564597305,104.088082373331,96.5842355815815
2023-08-07,93.8906645910273,115.943277046377,104.026914058518,96.3432615747567
2023-08-08,94.4007419306759,115.362398904862,103.384646752982,96.4822850402326
2023-08-09,94.2458970239968,115.576876987883,103.649709450505,96.4822850402326
2023-08-10,93.9999668780948,116.434789319966,103.86379855235,96.2876521885664
2023-08-11,94.2276799761522,116.65820398978,103.639514731369,96.2135063403126
2023-08-14,94.6557806005002,116.72969668412,103.802630237537,96.2876521885664
2023-08-15,94.9381448420913,116.264994170908,103.588541135692,96.1486287230905
2023-08-16,94.9199277942467,116.631394229402,103.608930573963,95.9539958714244
2023-08-17,94.9199277942467,116.62245764261,103.496788663472,96.1764334161857
2023-08-18,95.0474471291589,116.69395033695,103.129778774595,96.167165185154
2023-08-21,94.8743851746353,116.836935725631,103.527372820879,96.1022875679319
2023-08-22,94.8197340311015,117.712721231299,103.354062595575,95.9818005645195
2023-08-23,95.0292300813143,118.096994463378,103.02783158324,96.1949698782492
2023-08-24,94.7650828875677,118.320409133192,103.099194617188,96.0559464127733
2023-08-25,94.8470596028684,118.829794580366,102.93607911102,96.0466781817416
2023-08-28,94.8834936985576,119.374926374711,102.803547762259,96.1022875679319
2023-08-29,95.020121557392,118.838731167159,102.599653379549,96.1764334161857
2023-08-30,94.6922146961893,118.785111646404,102.946273830156,95.9169229472975
2023-08-31,94.6739976483447,118.990653142632,103.078805178917,95.9539958714244
2023-09-01,94.8288425550238,116.533091774684,103.364257314711,96.3896027299153
2023-09-04,95.1020982726926,116.756506444498,102.854521357937,96.4359438850739
2023-09-05,95.7032608515642,115.782418484111,102.701600570904,96.500821502296
2023-09-06,95.8854313300101,113.914671844471,102.864716077072,96.5286261953912
2023-09-07,96.0584932845337,114.620662201081,102.864716077072,96.3896027299153
2023-09-08,96.1131444280675,114.540232919948,102.854521357937,96.2598474954712
2023-09-11,95.8489972343209,113.816369389753,103.333673157305,96.667649660867
2023-09-12,95.7305864233311,115.255159863351,103.292894280763,96.7417955091208
2023-09-13,95.6121756123412,115.719862376563,103.394841472117,96.8437460504697
2023-09-14,95.4664392295845,116.363296625626,103.680293607911,96.8252095884063
2023-09-15,95.5939585644966,116.819062552045,103.741461922724,97.0383789021359
2023-09-18,95.6395011841081,116.935238180348,103.894382709756,96.7881366642794
2023-09-19,95.4300051338953,116.890555246386,104.506065857886,96.7232590470573
2023-09-20,95.4573307056622,117.265891891672,104.465286981344,96.7325272780891
2023-09-21,95.9036483778547,116.685013750157,103.986135181976,96.9642330538821
2023-09-22,95.7761290429426,116.586711295439,104.546844734428,96.8715507435649
2023-09-25,95.9674080453108,116.13094536902,104.434702823937,96.936428360787
2023-09-26,96.3044234304357,114.987062259575,104.241003160363,97.2144752917387
2023-09-27,96.6960899590945,113.896798670886,104.200224283821,97.5203269157855
2023-09-28,96.650547339483,113.718066935035,104.577428891834,97.603740995071
2023-09-29,96.2679893347465,114.718964655799,104.801712712815,97.334962295151
2023-10-02,96.7143070069391,114.549169506741,103.537567540014,97.7334962295151
2023-10-03,97.2334928705099,113.155061967105,102.925884391885,98.1320301638792
2023-10-04,97.2517099183545,111.912876402943,103.007442144969,97.9930066984033
2023-10-05,97.2699269661991,111.171139699162,102.640432256091,97.8725196949909
2023-10-06,97.3063610618883,109.884271201037,102.925884391885,97.7242279984834
2023-10-09,97.3336866336552,109.920017548207,103.435620348659,98.0578843156254
2023-10-10,97.0968650116755,110.295354193493,103.792435518401,97.7427644605468
2023-10-11,96.7143070069391,112.180974006719,103.54776225915,97.4183763744365
2023-10-12,96.5867876720269,112.752915561441,103.598735854827,97.3998399123731
2023-10-13,97.1241905834424,111.966495923698,103.170557651137,97.7427644605468
2023-10-16,97.0786479638309,111.769891014262,103.568151697421,97.6408139191979
2023-10-17,97.0057797724525,111.912876402943,103.466204506066,97.5573998399124
2023-10-18,97.0786479638309,111.492856823693,103.354062595575,97.5573998399124
2023-10-19,97.4885315403342,109.526807729335,103.007442144969,97.7798373846737
2023-10-20,97.3792292532667,109.410632101032,103.23172596595,97.6315456881662
2023-10-23,97.4065548250335,109.464251621787,102.93607911102,97.6500821502296
2023-10-24,97.0695394399086,110.491959102929,102.976857987562,97.4461810675317
2023-10-25,97.3792292532667,109.902144374622,102.671016413498,97.5759363019758
2023-10-26,97.6615934948578,109.294456472729,102.314201243756,97.7798373846737
2023-10-27,97.3974463011112,111.108583591614,102.171475175859,97.6778868433248
2023-10-30,97.1697332030539,111.331998261428,101.98797023142,97.4183763744365
2023-10-31,97.2426013944322,111.314125087843,101.855438882659,97.5295951468172
2023-11-01,97.4156633489558,111.805637361432,101.865633601794,97.7242279984834
2023-11-02,96.5776791481046,113.950418191641,102.028749107962,97.001305978009
2023-11-03,96.0402762366891,115.210476929389,102.579263941278,96.6861861229304
2023-11-06,95.7852375668649,114.26319872938,102.742379447446,96.8900872056283
2023-11-07,96.1495785237567,114.111276753907,102.273422367214,97.0661835952311
2023-11-08,96.2588808108243,114.173832861454,101.936996635743,97.2237435227704
2023-11-09,96.2770978586688,114.039784059566,101.967580793149,97.16813413658
2023-11-10,96.6141132437938,112.332895982192,101.906412478336,97.3071576020559
2023-11-13,96.6050047198715,113.199744901068,101.773881129575,97.3905716813414
2023-11-14,96.3590745739695,113.950418191641,101.631155061678,97.2237435227704
2023-11-15,95.3024857989832,114.879823218065,102.365174839433,96.8993554366601
2023-11-16,95.4026795621284,115.362398904862,101.967580793149,96.8530142815015
2023-11-17,95.0383386052366,115.639433095431,101.886023040065,97.0383789021359
2023-11-20,94.7286487918785,115.693052616186,101.651544499949,97.334962295151
2023-11-21,94.437176026365,115.728798963356,101.508818432052,97.5852045330076
2023-11-22,94.7104317440339,115.60368674826,101.722907533897,97.7427644605468
2023-11-23,94.7559743636454,115.719862376563,101.763686410439,97.9652020053082
2023-11-24,94.7286487918785,115.98795998034,101.947191354878,97.8076420777689
2023-11-27,94.4462845502873,116.345423452041,102.202059333265,97.5203269157855
2023-11-28,94.5009356938211,115.469637946372,102.497706188195,97.4832539916586
2023-11-29,94.2003544043854,115.228350102974,102.456927311653,97.5017904537221
2023-11-30,94.5920209330441,113.932545018056,102.467122030788,97.6778868433248
2023-12-01,94.6557806005002,114.718964655799,102.93607911102,97.7983738467372
2023-12-04,94.5100442177434,114.879823218065,102.946273830156,97.7149597674517
2023-12-05,94.9381448420913,113.610827893525,102.762768885717,98.0115431604668
2023-12-06,94.929036318169,114.718964655799,103.007442144969,97.9095926191178
2023-12-07,94.865276650713,114.718964655799,102.609848098685,97.8354467708641
2023-12-08,94.8926022224799,113.923608431263,102.895300234479,97.6408139191979
2023-12-11,95.1567494162264,114.272135316172,102.956468549291,97.7891056157055
2023-12-12,94.8561681267907,114.549169506741,102.93607911102,97.5666680709441
2023-12-13,95.174966464071,115.022808606745,102.987052706698,97.9003243880861
2023-12-14,94.2367885000745,114.513423159571,103.568151697421,97.4369128365
2023-12-15,94.0637265455509,114.486613399193,103.914772148027,97.6964233053882
2023-12-18,94.2458970239968,114.888759804857,104.261392598634,97.5666680709441
2023-12-19,94.0910521173178,115.970086806754,103.965745743705,97.5110586847538
2023-12-20,94.0455094977063,116.09519902185,104.251197879498,97.4276446054683
2023-12-21,93.9179901627942,116.09519902185,104.128861249873,97.2144752917387
2023-12-22,93.5900833015915,116.649267402987,104.577428891834,97.0291106711042
2023-12-25,93.5900833015915,116.649267402987,104.577428891834,97.0291106711042
2023-12-26,93.5809747776692,116.640330816195,104.577428891834,97.0105742090407
2023-12-27,93.4716724906017,116.747569857705,105.138138444286,96.7232590470573
2023-12-28,93.0526803901761,116.76544303129,104.750739117137,96.9178918987235
2023-12-29,93.3077190600003,116.559901535062,104.669181364053,97.1588659055483
2024-01-01,93.3077190600003,116.559901535062,104.669181364053,97.1588659055483
2024-01-02,93.8633390192604,116.104135608642,104.60801304924,97.1217929814214
2024-01-03,94.1365947369293,116.005833153925,104.312366194311,97.334962295151
2024-01-04,93.9999668780948,116.685013750157,104.373534509124,97.2515482158655
2024-01-05,94.2458970239968,116.506282014307,104.190029564685,97.4739857606269
2024-01-08,94.1001606412401,117.435687040731,103.996329901111,97.2515482158655
2024-01-09,94.0546180216286,117.668038297336,104.200224283821,97.1959388296752
2024-01-10,94.2458970239968,116.863745486008,104.077887654195,97.2793529089607
2024-01-11,94.0910521173178,116.756506444498,104.190029564685,97.2793529089607
2024-01-12,94.1730288326185,117.480369974693,104.128861249873,97.2422799848338
2024-01-15,94.2641140718414,117.587609016204,103.751656641859,97.2608164468973
2024-01-16,94.7468658397231,116.854808899216,103.619125293098,97.5481316088807
2024-01-17,95.1294238444595,115.281969623729,103.445815067795,97.770569153642
2024-01-18,95.0383386052366,115.98795998034,103.527372820879,97.7613009226103
2024-01-19,94.8926022224799,116.273930757701,103.761851360995,97.668618612293
2024-01-22,94.8379510789461,116.685013750157,104.037108777653,97.6315456881662
2024-01-23,94.9836874617028,115.451764772787,103.700683046182,98.0486160845937
2024-01-24,94.7104317440339,115.657306269016,103.741461922724,98.0578843156254
2024-01-25,94.9108192703244,115.576876987883,103.384646752982,97.9744702363399
2024-01-26,94.8470596028684,116.005833153925,103.935161586298,97.9003243880861
2024-01-29,94.9563618899359,116.193501476568,104.006524620247,97.9652020053082
2024-01-30,94.9199277942467,115.675179442601,104.057498215924,97.8539832329275
2024-01-31,94.9108192703244,116.184564889775,104.006524620247,97.937397312213
2024-02-01,95.0110130334697,115.728798963356,103.935161586298,97.9188608501496
2024-02-02,94.5555868373549,116.649267402987,104.302171475176,97.5852045330076
2024-02-05,95.3935710382061,116.13094536902,103.721072484453,98.1320301638792
2024-02-06,95.2478346554494,117.069286982236,103.486593944337,98.1969077811012
2024-02-07,95.1020982726926,116.953111353934,103.935161586298,97.9466655432447
2024-02-08,95.2842687511386,116.890555246386,103.812824956672,98.1412983949109
2024-02-09,95.2751602272163,116.595647882232,104.088082373331,98.1876395500695
2024-02-12,95.174966464071,117.042477221859,103.914772148027,98.0856890087206
2024-02-13,95.1385323683818,116.872682072801,104.047303496789,98.0486160845937
2024-02-14,95.5666329927298,116.676077163365,103.466204506066,98.4842229430846
2024-02-15,95.4391136578176,116.944174767141,103.425425629524,98.3451994776088
2024-02-16,95.3024857989832,117.185462610539,103.833214394943,98.2895900914185
2024-02-19,95.2842687511386,117.158652850162,103.86379855235,98.1876395500695
2024-02-20,95.2296176076048,117.355257759598,103.802630237537,98.2154442431647
2024-02-21,95.2387261315271,117.024604048274,103.45600978693,98.2154442431647
2024-02-22,95.1294238444595,116.899491833178,103.741461922724,98.0949572397523
2024-02-23,95.1840749879933,116.827999138838,103.904577428892,98.0949572397523
2024-02-26,95.2296176076048,116.80118937846,103.45600978693,98.1227619328475
2024-02-27,95.1567494162264,116.970984527519,103.639514731369,98.0578843156254
2024-02-28,95.420896609973,116.845872312423,103.007442144969,98.2895900914185
2024-02-29,95.3389198946723,116.890555246386,102.925884391885,98.2617853983233
2024-03-01,95.3115943229055,117.32844799922,103.088999898053,98.206176012133
2024-03-04,95.2022920358379,117.337384586013,103.068610459782,98.0486160845937
2024-03-05,95.1931835119156,117.766340752054,102.885105515343,98.0764207776888
2024-03-06,95.0110130334697,118.213170091681,102.885105515343,97.9095926191178
2024-03-07,94.7377573158008,118.168487157719,103.435620348659,97.603740995071
2024-03-08,94.5009356938211,118.061248116208,103.710877765318,97.4369128365
2024-03-11,94.4645015981319,118.41871158791,103.241920685085,97.4554492985634
2024-03-12,94.5738038851995,118.311472546399,103.303088999898,97.6778868433248
2024-03-13,94.5373697895103,118.704682365271,103.394841472117,97.4554492985634
2024-03-14,94.4918271698988,119.330243440748,103.466204506066,97.5295951468172
2024-03-15,94.7377573158008,119.383862961504,103.221531246814,97.7613009226103
2024-03-18,94.8379510789461,119.23194098603,103.160362932001,97.8447150018958
2024-03-19,95.2296176076048,118.231043265266,102.813742481395,98.1876395500695
2024-03-20,95.2751602272163,118.722555538856,102.966663268427,98.3822724017357
2024-03-21,94.9199277942467,119.19619463886,103.425425629524,98.0300796225302
2024-03-22,95.3753539903615,119.374926374711,103.180752370272,98.0393478535619
2024-03-25,95.2569431793717,119.428545895466,102.987052706698,98.1969077811012
2024-03-26,95.2114005597602,119.79494595396,103.201141808543,98.0949572397523
2024-03-27,95.3298113707501,120.688604633214,102.925884391885,98.1505666259426
2024-03-28,95.2933772750609,120.742224153969,103.160362932001,98.1505666259426
2024-03-29,95.2933772750609,120.742224153969,103.150168212866,98.1320301638792
2024-04-01,95.3024857989832,120.751160740762,103.160362932001,98.1598348569743
2024-04-02,95.5301988970406,120.670731459629,103.364257314711,98.2988583224502
2024-04-03,95.4573307056622,120.822653435102,103.303088999898,98.2247124741964
2024-04-04,95.1931835119156,120.831590021895,103.65990416964,97.9837384673716
2024-04-05,95.2114005597602,121.108624212463,103.190947089408,97.9837384673716
2024-04-08,95.2751602272163,121.698438940771,102.956468549291,98.1412983949109
2024-04-09,94.9836874617028,122.60997079361,103.007442144969,97.8910561570544
2024-04-10,95.0019045095474,122.511668338892,103.099194617188,97.9281290811813
2024-04-11,95.6759352797973,122.002282891717,102.426343154246,98.5676370223701
2024-04-12,96.0220591888445,121.62694624643,102.151085737588,98.9012933395122
2024-04-15,96.1222529519898,121.332038882277,102.222448771536,99.0310485739563
2024-04-16,96.5503535763377,119.517911763392,102.049138546233,99.37397312213
2024-04-17,96.6869814351722,118.472331108665,101.947191354878,99.37397312213
2024-04-18,96.4501598131925,118.686809191686,102.273422367214,99.1515355773687
2024-04-19,96.896477485385,115.996896567132,102.354980120298,99.3276319669714
2024-04-22,96.7507411026282,117.533989495448,102.640432256091,99.3183637359397
2024-04-23,96.6232217677161,117.498243148278,102.772963604853,99.1237308842735
2024-04-24,96.4228342414256,118.829794580366,102.762768885717,99.0588532670514
2024-04-25,96.4319427653479,117.96294566149,102.874910796208,98.9847074187977
2024-04-26,96.6414388155607,116.667140576572,103.099194617188,99.1237308842735
2024-04-29,96.4410512892702,117.605482189789,103.048221021511,99.0773897291149
2024-04-30,96.4319427653479,118.472331108665,102.762768885717,99.1793402704638
2024-05-01,96.4319427653479,118.472331108665,102.762768885717,99.1700720394321
2024-05-02,96.3499660500472,118.668936018101,102.487511469059,98.9847074187977
2024-05-03,96.0311677127669,118.382965240739,102.762768885717,98.5305640982433
2024-05-06,95.8398887103986,118.427648174702,102.609848098685,98.8827568774487
2024-05-07,95.912756901777,118.883414101122,102.558874503007,98.8549521843535
2024-05-08,96.2042296672905,118.552760389798,102.07972270364,98.9569027257025
2024-05-09,96.2315552390574,118.579570150175,102.39575899684,99.0773897291149
2024-05-10,95.9218654256993,119.669833738865,102.579263941278,98.873488646417
2024-05-13,95.8854313300101,119.857502061508,102.650626975227,98.6973922568143
2024-05-14,95.9400824735439,119.437482482259,102.71179529004,98.7251969499094
2024-05-15,95.7305864233311,118.785111646404,102.874910796208,98.604709946497
2024-05-16,95.4300051338953,119.61621421811,102.732184728311,98.3173947845136
2024-05-17,95.5575244688074,120.089853318114,102.772963604853,98.4100770948309
2024-05-20,95.4664392295845,120.643921699251,102.803547762259,98.271053629355
2024-05-21,95.4391136578176,121.046068104916,102.834131919666,98.2803218603867
2024-05-22,95.6941523276419,120.375824095475,102.518095626465,98.3915406327674
2024-05-23,95.6030670884189,120.500936310571,102.548679783872,98.2988583224502
2024-05-24,95.7761290429426,120.223902120002,102.253032928943,98.3915406327674
2024-05-27,95.7032608515642,120.188155772832,102.62004281782,98.3266630155454
2024-05-28,95.5028733252737,120.375824095475,102.854521357937,98.0856890087206
2024-05-29,95.8489972343209,119.267687333201,102.640432256091,98.3359312465771
2024-05-30,96.1131444280675,117.909326140735,102.416148435111,98.7159287188777
2024-05-31,96.0220591888445,118.088057876586,102.905494953614,98.6510511016556
2024-06-03,96.4137257175033,114.397247531268,103.109389336324,98.5954417154653
2024-06-04,96.6050047198715,111.510729997278,102.844326638801,98.5676370223701
2024-06-05,96.4228342414256,113.610827893525,102.793353043124,98.4100770948309
2024-06-06,96.3955086696587,113.932545018056,102.62004281782,98.4193453258626
