# Figure 7. Imported PCE Core Goods & Durables Prices
# Import-content-weighted index (Dec 2024 = 100) versus local projection with 90% CIs
# Source: BEA PCE components via Haver Analytics, BEA I-O Tables, and The Budget Lab analysis
"Date","Imported core goods index (Dec 2024 = 100)","Imported core goods trend (pre-2025)","Imported core goods trend, lower bound","Imported core goods trend, upper bound","Imported durables index (Dec 2024 = 100)","Imported durables trend (pre-2025)","Imported durables trend, lower bound","Imported durables trend, upper bound","Forecast indicator"
2023-01-01,100.664498551111,102.894792192898,102.061986198536,103.734393722503,103.482559285209,102.9170256403,101.316751363639,104.542575873068,FALSE
2023-02-01,100.8844824557,102.772652510069,101.960510291112,103.591263654906,103.602472440136,102.780076586832,101.219593874671,104.36461695623,FALSE
2023-03-01,101.05669356443,102.66245741819,101.869270353179,103.461820494062,103.508353904217,102.656537308826,101.132548648851,104.203491289726,FALSE
2023-04-01,101.041333104249,102.540593524787,101.76874131253,103.318299753021,103.315890094749,102.519934880518,101.037013744748,104.024620862788,FALSE
2023-05-01,101.151210164869,102.422798458889,101.671971417502,103.179170206828,103.160060584097,102.38791205708,100.94545414316,103.850981942595,FALSE
2023-06-01,100.97870613051,102.301219048973,101.572544980297,103.035120572554,102.787914530414,102.251667081524,100.851834321453,103.670929649386,FALSE
2023-07-01,100.691875266513,102.183698968144,101.476915649443,102.895405008987,102.23537117278,102.119989727212,100.762269245929,103.496004803477,FALSE
2023-08-01,100.753723847165,102.062403377607,101.378755156737,102.750661784202,102.082102860556,101.984101269046,100.670878211796,103.314454948665,FALSE
2023-09-01,100.560195800309,101.941251769137,101.281317531361,102.605486041794,101.865103072251,101.848393634176,100.580772546473,103.131990570755,FALSE
2023-10-01,100.654666067091,101.824145206194,101.187773456756,102.464519109149,101.698646813725,101.717235606171,100.494916677608,102.954421590825,FALSE
2023-11-01,100.21962743666,101.703276418427,101.091962895819,102.318286616936,101.178481674953,101.581883082612,100.407733273184,102.769763186809,FALSE
2023-12-01,100.054508388833,101.586443233286,101.000154746302,102.176135023868,100.95312061945,101.451068260789,100.325015231938,102.589760165606,FALSE
2024-01-01,99.9947845750009,101.465856605997,100.906339810607,102.028475872895,101.104423346189,101.316069919309,100.241461838607,102.402198008856,FALSE
2024-02-01,100.116612515367,101.345413119211,100.813735890246,101.879894337863,100.99850365567,101.181251216668,100.16013122166,102.212781402153,FALSE
2024-03-01,100.239245912467,101.232869615537,100.728360842011,101.73990527524,101.036524004073,101.055292911381,100.086363634909,102.033602326252,FALSE
2024-04-01,100.375102112596,101.11270269238,100.638656927876,101.588981389971,100.896749679973,100.920821218034,100.010403177425,101.83952700654,FALSE
2024-05-01,100.254963284822,100.996547937787,100.553661885838,101.441384670112,100.23682797714,100.790857696536,99.9402811697707,101.648673350702,FALSE
2024-06-01,100.182942545871,100.876661536648,100.468117636241,101.286866741381,100.140077230208,100.656737880365,99.8721070181746,101.447533082212,FALSE
2024-07-01,100.114490267284,100.76077793792,100.388106885609,101.134832458031,100.005585351236,100.527114439339,99.8113619898799,101.247999586706,FALSE
2024-08-01,100.072124408771,100.641171403939,100.309201746677,100.974239702716,99.9637505068516,100.393345579574,99.7557373698988,101.035029186212,FALSE
2024-09-01,100.231677885344,100.521706847057,100.23569277024,100.808537040866,100.166671248842,100.25975472261,99.7103758235246,100.812160560188,FALSE
2024-10-01,100.13873664857,100.406231007926,100.172600606829,100.640406300181,100.252766531915,100.130642507399,99.6818370499179,100.581468657362,FALSE
2024-11-01,100.141795277726,100.287045333433,100.123581178332,100.450776364025,100.260427345327,99.997401222693,99.6833290351062,100.312462957278,FALSE
2024-12-01,100,100,100,100,100,100,100,100,FALSE
2025-01-01,100.056715980474,99.947953510938,99.9023655999833,99.9935622247797,99.8638372860923,99.7388553069335,99.6445682250357,99.8332316064773,TRUE
2025-02-01,100.28639864544,99.8887890854133,99.789292585378,99.9883847900151,99.8967961988371,99.5984561794377,99.3867164589722,99.8106470035398,TRUE
2025-03-01,100.137006479003,99.8060016401001,99.6574928584735,99.9547317282997,100.148988163975,99.4874124492585,99.1869960838973,99.7887387120472,TRUE
2025-04-01,100.535410892676,99.6788526327125,99.4840609813642,99.8740256897559,100.847697427982,99.3389006368968,98.9660254910303,99.7131806676591,TRUE
2025-05-01,100.595037425796,99.6010385770151,99.3591078037174,99.8435584306736,100.778708859175,99.232530532322,98.7832935403025,99.6838105203559,TRUE
2025-06-01,100.896353420646,99.5212313532757,99.2287196469349,99.8146053412085,100.924899600966,99.1407172350642,98.603382828335,99.6809798198779,TRUE
2025-07-01,100.878953866204,99.4337270334523,99.0856766853633,99.78299995022,100.898140214797,98.9796921989251,98.3536837855069,99.6096850745271,TRUE
2025-08-01,100.864435649337,99.3522107026889,98.9488558201111,99.7572098201591,100.995752496944,98.8200939355163,98.108426221614,99.5369240086013,TRUE
2025-09-01,101.13102921674,99.2146257793575,98.7541175790675,99.6772814121569,101.00750607098,98.6653746094964,97.8574200543949,99.4799999981713,TRUE
2025-10-01,101.075307293152,99.0757899567138,98.5563595703424,99.5979579434538,101.010014293053,98.5301484141807,97.613264153913,99.4556449952637,TRUE
2025-11-01,101.016842080001,98.9483559684822,98.3732873534976,99.5267863081874,101.022998060205,98.4263479270924,97.3986479158206,99.4648916958061,TRUE
2025-12-01,101.317804021732,98.8130974234827,98.1798393869983,99.4504399618696,101.364715667475,98.2912442208634,97.159478014382,99.4361938529077,TRUE
2026-01-01,101.534751562917,98.7111065722932,98.0290860420898,99.3978721432024,101.515989303994,98.1594422325821,96.9312610317111,99.4031852764139,TRUE
