"Date","Revision","Weighted ETR","Weighted ETR (additional)","Matched imports ($B)","Total imports ($B)"
2025-03-09,"rev_5",0.0754363165149676,0.071824301604002,1363.186002497,3123.773412637
2025-03-10,"rev_5",0.0754363165149676,0.071824301604002,1363.186002497,3123.773412637
2025-03-11,"rev_5",0.0754363165149676,0.071824301604002,1363.186002497,3123.773412637
2025-03-12,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-13,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-14,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-15,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-16,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-17,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-18,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-19,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-20,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-21,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-22,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-23,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-24,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-25,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-26,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-27,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-28,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-29,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-30,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-03-31,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-04-01,"rev_6",0.0874119039432158,0.0834788989283186,1445.78404389,3123.773412637
2025-04-02,"rev_7",0.146373303206618,0.135582963099562,2215.123679302,3123.773412637
2025-04-03,"rev_8",0.181978340315727,0.171188000208671,2215.123679302,3123.773412637
2025-04-04,"rev_8",0.181978340315727,0.171188000208671,2215.123679302,3123.773412637
2025-04-05,"rev_9",0.211154850634802,0.200364510527747,2215.123679302,3123.773412637
2025-04-06,"rev_9",0.211154850634802,0.200364510527747,2215.123679302,3123.773412637
2025-04-07,"rev_9",0.211154850634802,0.200364510527747,2215.123679302,3123.773412637
2025-04-08,"rev_9",0.211154850634802,0.200364510527747,2215.123679302,3123.773412637
2025-04-09,"rev_10",0.211072765628024,0.200364510527747,2215.123679302,3123.773412637
2025-04-10,"rev_10",0.211072765628024,0.200364510527747,2215.123679302,3123.773412637
2025-04-11,"rev_11",0.226781383075979,0.215892807296568,2282.876443621,3123.773412637
2025-04-12,"rev_11",0.226781383075979,0.215892807296568,2282.876443621,3123.773412637
2025-04-13,"rev_11",0.226781383075979,0.215892807296568,2282.876443621,3123.773412637
2025-04-14,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-15,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-16,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-17,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-18,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-19,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-20,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-21,"rev_12",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-22,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-23,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-24,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-25,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-26,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-27,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-28,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-29,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-04-30,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-05-01,"rev_13",0.148034472790979,0.137145897011568,2282.876443621,3123.773412637
2025-05-02,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-03,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-04,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-05,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-06,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-07,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-08,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-09,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-10,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-11,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-12,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-13,"rev_14",0.149578378124403,0.138768856893427,2283.77354198,3123.773412637
2025-05-14,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-15,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-16,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-17,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-18,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-19,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-20,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-21,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-22,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-23,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-24,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-25,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-26,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-27,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-28,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-29,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-30,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-05-31,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-06-01,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-06-02,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-06-03,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-06-04,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-06-05,"rev_15",0.149660463131181,0.138768856893427,2283.77354198,3123.773412637
2025-06-06,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-07,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-08,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-09,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-10,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-11,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-12,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-13,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-14,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-15,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-16,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-17,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-18,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-19,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-20,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-21,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-22,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-23,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-24,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-25,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-26,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-27,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-28,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-29,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-06-30,"rev_16",0.14755405140898,0.136801976667209,2258.02101124,3123.773412637
2025-07-01,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-02,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-03,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-04,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-05,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-06,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-07,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-08,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-09,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-10,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-11,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-12,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-13,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-14,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-15,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-16,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-17,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-18,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-19,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-20,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-21,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-22,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-23,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-24,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-25,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-26,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-27,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-28,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-29,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-30,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-07-31,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-01,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-02,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-03,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-04,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-05,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-06,"rev_17",0.151648653261419,0.140896578519648,2258.02101124,3123.773412637
2025-08-07,"rev_18",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-08,"rev_18",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-09,"rev_18",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-10,"rev_18",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-11,"rev_18",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-12,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-13,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-14,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-15,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-16,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-17,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-18,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-19,"rev_19",0.165612936997459,0.155210721585239,2252.480378935,3123.773412637
2025-08-20,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-21,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-22,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-23,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-24,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-25,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-26,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-27,"rev_20",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-28,"rev_21",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-29,"rev_21",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-30,"rev_21",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-08-31,"rev_21",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-01,"rev_21",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-02,"rev_21",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-03,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-04,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-05,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-06,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-07,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-08,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-09,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-10,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-11,"rev_22",0.168249811396928,0.157847595984708,2252.480378935,3123.773412637
2025-09-12,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-13,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-14,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-15,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-16,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-17,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-18,"rev_23",0.166271891325849,0.155869603213439,2252.688718921,3123.773412637
2025-09-19,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-20,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-21,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-22,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-23,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-24,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-25,"rev_24",0.164033668185833,0.153631451928957,2252.524444699,3123.773412637
2025-09-26,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-09-27,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-09-28,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-09-29,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-09-30,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-01,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-02,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-03,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-04,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-05,"rev_25",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-06,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-07,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-08,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-09,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-10,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-11,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-12,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-13,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-14,"rev_26",0.16452681145036,0.154124595193483,2252.524444699,3123.773412637
2025-10-15,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-16,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-17,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-18,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-19,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-20,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-21,"rev_27",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-22,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-23,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-24,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-25,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-26,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-27,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-28,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-29,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-30,"rev_28",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-10-31,"rev_29",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-01,"rev_29",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-02,"rev_29",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-03,"rev_29",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-04,"rev_29",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-05,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-06,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-07,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-08,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-09,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-10,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-11,"rev_30",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-12,"rev_31",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-13,"rev_31",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-14,"rev_31",0.151219535906098,0.140817319649222,2252.524444699,3123.773412637
2025-11-15,"rev_32",0.14861848930846,0.138217582128332,2252.480632651,3123.773412637
2025-11-16,"rev_32",0.14861848930846,0.138217582128332,2252.480632651,3123.773412637
2025-11-17,"rev_32",0.14861848930846,0.138217582128332,2252.480632651,3123.773412637
