"Date","Weighted ETR"
2025-01-01,
2025-01-02,
2025-01-03,
2025-01-04,
2025-01-05,
2025-01-06,
2025-01-07,
2025-01-08,
2025-01-09,
2025-01-10,
2025-01-11,
2025-01-12,
2025-01-13,
2025-01-14,
2025-01-15,
2025-01-16,
2025-01-17,
2025-01-18,
2025-01-19,
2025-01-20,
2025-01-21,
2025-01-22,
2025-01-23,
2025-01-24,
2025-01-25,
2025-01-26,
2025-01-27,
2025-01-28,
2025-01-29,
2025-01-30,
2025-01-31,
2025-02-01,
2025-02-02,
2025-02-03,
2025-02-04,
2025-02-05,
2025-02-06,
2025-02-07,
2025-02-08,
2025-02-09,
2025-02-10,
2025-02-11,
2025-02-12,
2025-02-13,
2025-02-14,
2025-02-15,
2025-02-16,
2025-02-17,
2025-02-18,
2025-02-19,
2025-02-20,
2025-02-21,
2025-02-22,
2025-02-23,
2025-02-24,
2025-02-25,
2025-02-26,
2025-02-27,
2025-02-28,
2025-03-01,
2025-03-02,
2025-03-03,
2025-03-04,0.0560729593229968
2025-03-05,0.0561025213437736
2025-03-06,0.0561025213437736
2025-03-07,0.0561025213437736
2025-03-08,0.0561025213437736
2025-03-09,0.0561025213437736
2025-03-10,0.0561025213437736
2025-03-11,0.0561025213437736
2025-03-12,0.077841541973282
2025-03-13,0.077841541973282
2025-03-14,0.077841541973282
2025-03-15,0.077841541973282
2025-03-16,0.077841541973282
2025-03-17,0.077841541973282
2025-03-18,0.077841541973282
2025-03-19,0.077841541973282
2025-03-20,0.077841541973282
2025-03-21,0.077841541973282
2025-03-22,0.077841541973282
2025-03-23,0.077841541973282
2025-03-24,0.077841541973282
2025-03-25,0.077841541973282
2025-03-26,0.077841541973282
2025-03-27,0.077841541973282
2025-03-28,0.077841541973282
2025-03-29,0.077841541973282
2025-03-30,0.077841541973282
2025-03-31,0.077841541973282
2025-04-01,0.077841541973282
2025-04-02,0.130731586534061
2025-04-03,0.166326003027377
2025-04-04,0.166326003027377
2025-04-05,0.195493804441503
2025-04-06,0.195493804441503
2025-04-07,0.195493804441503
2025-04-08,0.195493804441503
2025-04-09,0.195417409085063
2025-04-10,0.195417409085063
2025-04-11,0.209919098428577
2025-04-12,0.209919098428577
2025-04-13,0.209919098428577
2025-04-14,0.132202578837383
2025-04-15,0.132202578837383
2025-04-16,0.132202578837383
2025-04-17,0.132202578837383
2025-04-18,0.132202578837383
2025-04-19,0.132202578837383
2025-04-20,0.132202578837383
2025-04-21,0.132202578837383
2025-04-22,0.132202578837383
2025-04-23,0.132202578837383
2025-04-24,0.132202578837383
2025-04-25,0.132202578837383
2025-04-26,0.132202578837383
2025-04-27,0.132202578837383
2025-04-28,0.132202578837383
2025-04-29,0.132202578837383
2025-04-30,0.132202578837383
2025-05-01,0.132202578837383
2025-05-02,0.142712980963036
2025-05-03,0.142712980963036
2025-05-04,0.142712980963036
2025-05-05,0.142712980963036
2025-05-06,0.142712980963036
2025-05-07,0.142712980963036
2025-05-08,0.142712980963036
2025-05-09,0.142712980963036
2025-05-10,0.142712980963036
2025-05-11,0.142712980963036
2025-05-12,0.142712980963036
2025-05-13,0.142712980963036
2025-05-14,0.142789376319476
2025-05-15,0.142789376319476
2025-05-16,0.142789376319476
2025-05-17,0.142789376319476
2025-05-18,0.142789376319476
2025-05-19,0.142789376319476
2025-05-20,0.142789376319476
2025-05-21,0.142789376319476
2025-05-22,0.142789376319476
2025-05-23,0.142789376319476
2025-05-24,0.142789376319476
2025-05-25,0.142789376319476
2025-05-26,0.142789376319476
2025-05-27,0.142789376319476
2025-05-28,0.142789376319476
2025-05-29,0.142789376319476
2025-05-30,0.142789376319476
2025-05-31,0.142789376319476
2025-06-01,0.142789376319476
2025-06-02,0.142789376319476
2025-06-03,0.142789376319476
2025-06-04,0.140313167827641
2025-06-05,0.140313167827641
2025-06-06,0.140313167827641
2025-06-07,0.140313167827641
2025-06-08,0.140313167827641
2025-06-09,0.140313167827641
2025-06-10,0.140313167827641
2025-06-11,0.140313167827641
2025-06-12,0.140313167827641
2025-06-13,0.140313167827641
2025-06-14,0.140313167827641
2025-06-15,0.140313167827641
2025-06-16,0.140313167827641
2025-06-17,0.140313167827641
2025-06-18,0.140313167827641
2025-06-19,0.140313167827641
2025-06-20,0.140313167827641
2025-06-21,0.140313167827641
2025-06-22,0.140313167827641
2025-06-23,0.140313167827641
2025-06-24,0.140313167827641
2025-06-25,0.140313167827641
2025-06-26,0.140313167827641
2025-06-27,0.140313167827641
2025-06-28,0.140313167827641
2025-06-29,0.140313167827641
2025-06-30,0.140313167827641
2025-07-01,0.14117522146059
2025-07-02,0.14117522146059
2025-07-03,0.14117522146059
2025-07-04,0.14117522146059
2025-07-05,0.14117522146059
2025-07-06,0.14117522146059
2025-07-07,0.14117522146059
2025-07-08,0.14117522146059
2025-07-09,0.14117522146059
2025-07-10,0.14117522146059
2025-07-11,0.14117522146059
2025-07-12,0.14117522146059
2025-07-13,0.14117522146059
2025-07-14,0.14117522146059
2025-07-15,0.14117522146059
2025-07-16,0.14117522146059
2025-07-17,0.14117522146059
2025-07-18,0.14117522146059
2025-07-19,0.14117522146059
2025-07-20,0.14117522146059
2025-07-21,0.14117522146059
2025-07-22,0.14117522146059
2025-07-23,0.14117522146059
2025-07-24,0.14117522146059
2025-07-25,0.14117522146059
2025-07-26,0.14117522146059
2025-07-27,0.14117522146059
2025-07-28,0.14117522146059
2025-07-29,0.14117522146059
2025-07-30,0.14117522146059
2025-07-31,0.14117522146059
2025-08-01,0.14117522146059
2025-08-02,0.14117522146059
2025-08-03,0.14117522146059
2025-08-04,0.14117522146059
2025-08-05,0.14117522146059
2025-08-06,0.14117522146059
2025-08-07,0.154347185527656
2025-08-08,0.154347185527656
2025-08-09,0.154347185527656
2025-08-10,0.154347185527656
2025-08-11,0.154347185527656
2025-08-12,0.154347185527656
2025-08-13,0.154347185527656
2025-08-14,0.154347185527656
2025-08-15,0.154347185527656
2025-08-16,0.154347185527656
2025-08-17,0.154347185527656
2025-08-18,0.154347185527656
2025-08-19,0.154347185527656
2025-08-20,0.156965210547705
2025-08-21,0.156965210547705
2025-08-22,0.156965210547705
2025-08-23,0.156965210547705
2025-08-24,0.156965210547705
2025-08-25,0.156965210547705
2025-08-26,0.156965210547705
2025-08-27,0.156965210547705
2025-08-28,0.156965210547705
2025-08-29,0.156965210547705
2025-08-30,0.156965210547705
2025-08-31,0.156965210547705
2025-09-01,0.156965210547705
2025-09-02,0.156965210547705
2025-09-03,0.156965210547705
2025-09-04,0.156965210547705
